"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",-0.0262451595473307,0.109618620442565,-0.0883336582880419,0.0570415542406051,-0.113822367926226,0.02724500242998,-0.0317452430799008,0.0134733782552642
"2",0.022770757997869,-0.0888730149578806,0.0540084614016647,0.0186165137960263,0.0419672058408387,0.229425600562004,-0.0329339242632357,-0.0502871027557989
"3",-0.0308909602850612,0.110836171929731,-0.104511415652169,0.0243622266460395,-0.0513984448061474,0.0611278519480934,-0.0313298468478627,0.00775683684957573
"4",0.000361867897669524,0.0623395022084396,-0.0619344587428586,-0.0261103248176159,-0.0612547639577404,-0.0365778054660454,0.199354443418792,-0.0593395320601331
"5",-0.0201388472043805,0.107624911357755,-0.103235383214849,0.00153012516181495,-0.0678856772806705,0.0199207179908003,0.0901638986502631,-0.027870843655719
"6",0.01423947455864,-0.0237395494335774,0.0413294805016466,0.0323730479033528,-0.0573885246621801,-0.0573551199346973,0.0738481193346238,-0.048470126509936
"7",-0.0653239146767334,0.0122655940099408,0.0314389715064269,0.0302825936866131,-0.00830113018096751,0.00312679557413353,0.0253466783265742,-0.0138900923641925
"8",-0.0543814411599903,0.0128934573762461,0.0275761524076908,0.0265995784118492,-0.0122483533471253,-0.0252681982407682,0.0649017803378249,0.0312588136527604
"9",-0.0652978895609237,0.0347362712413097,0.0293705811362174,0.00377173752448229,-0.00599801361317062,-0.0239673841585785,0.00922839213248683,-0.0219794325103538
"10",-0.0669122521529848,0.027267596920373,0.0278481867332197,0.00575443993239522,-0.00629406889224653,-0.0253994605408331,0.0167198800095947,0.000422058058335395
"11",-0.0685512099271305,0.00305314698367335,0.0283831860419599,0.0218585688944506,0.00404381298410248,0.014944593432452,0.00903122374261656,0.00381955557329311
"12",-0.0433046758680953,0.0723287886956548,-0.0390557847887938,-0.00279268260449823,-0.018875375916395,-0.155191978546896,0.0433652633182426,0.0051800199826628
"13",-0.0530977425975182,0.0209142526346493,0.0357233110360286,0.0343673015205813,-0.0145446536490371,0.0154933737522411,0.0409733612929782,0.0211968780092718
"14",-0.0577601409949801,0.0195316358890308,0.0328689059283003,0.0374215402696673,-0.0118491521796738,0.00903092227867772,0.0368398030556066,0.0114027775323509
"15",-0.0633248414177912,0.014106667530097,0.0287454697789503,0.0189603888021626,0.0150044219978802,-0.00695141785061676,0.017340968811659,0.00136793238857713
"16",-0.0621883737946765,0.0255977097168938,0.0206008841602491,0.0129022559014598,0.0150618433321679,-0.0113394414936799,0.0130185512286005,-0.0469530505478467
"17",-0.0617471509339814,0.0217770544769128,0.020480190628434,0.0164582544210738,0.0153336231061901,-0.01161607099224,0.0118146145440532,-0.0537261334707683
"18",-0.066383642575908,0.00199072866159762,0.0205965930070891,0.0166202850892294,0.0104877083543919,-0.01164631112033,0.0168066156641728,-0.0133473314772821
"19",-0.0664894117448917,0.00323650073099281,0.0214301304215066,0.0143476628136116,0.011881411738346,-0.00965162749101994,0.0146305046764534,-0.00376367082321838
"20",-0.0678217534233672,0.0116949502176173,0.0196864004671547,0.0225619787368578,0.00452356488893859,0.010836234003162,0.00369462464234445,-0.000951228191908148
"21",-0.0652453460002054,0.018992119513131,0.0402363410411957,0.0295569356677664,0.00620179342488129,-0.00505004367576098,-0.0179444902853135,-0.0286628920202252
"22",-0.0653876003162608,0.0202729033470848,0.0389185987594751,0.0226198688519778,0.00810125186659592,-0.00779088241969587,-0.0212166425631913,-0.0230900615647261
"23",-0.0658603750868524,-0.00277763186836235,0.0369068598849274,0.0387642402476101,0.00343652275484715,0.0557258816526363,-0.00680963190463656,-0.0123401509694027
"24",-0.0661627138515137,-0.00481936069372421,0.0323404926069929,0.0297114370787144,0.00798199439457884,0.0574484098898305,-0.0195690068498654,-0.00245137553984825
"25",-0.0634133528080568,0.0120683541694755,0.0512970516313103,0.0324277419366932,0.000764897061048131,0.0501122436669239,0.00108605421820962,-0.00916550543476939
"26",-0.0652547703681374,0.0103563012172182,0.0395311148875088,0.0246147249045784,0.00494729133259764,0.0418691346805616,-0.010138211170376,-0.00910335147463888
"27",-0.0612987364746924,0.0493739334864421,0.0413269007757441,0.00769194934167914,-0.0207907607682929,-0.0353798188726966,-0.0154163730118049,-0.0211307955492354
"28",-0.0616978249757764,0.0527546006233195,0.0385833769205754,0.00461753476644806,-0.0151703666564194,-0.0376263761125898,-0.00997009802234551,-0.0148143505842192
"29",-0.0631331896298337,0.0238357762820723,0.0468538911368138,0.0242382595083576,0.0048671422754688,0.0437940987400175,-1.89032016026631e-05,-0.0249715638267044
"30",-0.0634495327923035,0.0255121072557981,0.0459430919876914,0.0203365233812503,0.00533277438698597,0.0439067705750088,-0.00403520970071561,-0.0194468931967245
"31",-0.0638039560099271,0.0244742069092544,0.0573438589007842,0.00703787543347279,0.0100253420731876,0.0344687086697685,-0.00356873221796336,-0.0113244691221052
"32",-0.0643182889117671,0.0352339402366043,0.0434050241725768,0.0103193919915887,0.00278654481260768,-0.0168508616198393,-0.00737004953489785,0.00372219395610435
"33",-0.0642006595544607,0.0353480428243479,0.0425611198688165,0.00633323860932414,0.00284159099841182,-0.0170573063093591,-0.0127271157319608,0.0110736697396233
"34",-0.0641909993184444,0.0223888617346796,0.05152327872628,0.00785486266956094,0.00279261690212491,0.0218386463816521,0.00610635656162684,-0.0114680572252708
"35",-0.0638603118890327,0.0219898327003324,0.0435670774663431,0.00410838800430868,0.00862844189159254,0.0197696967078763,-0.00222750023826056,-0.0161967131109186
"36",-0.0634046774938502,0.0349779518633006,0.0390238276518263,0.0240275855726811,0.0139209599150184,0.0126324018625498,0.022956504314436,-0.0343527294895212
"37",-0.062428362551299,0.0356450749205443,0.0400330225471713,0.0183834710121074,0.0160059281287746,0.0164433401373772,0.0124088496533029,-0.022734650411241
"38",-0.0616008581126037,0.0305465424308907,0.0315548559140766,-0.00245489551501063,-0.00138280036957259,-0.00774372625600021,0.0588294940609877,-0.0299286841115498
"39",-0.0628273599408182,0.0296064210704955,0.0327743229081642,0.00135039622602199,-4.22649463925654e-05,-0.00182148568139037,0.0520879012950623,-0.0316420982639946
"40",-0.0519257667478091,0.0216580093173561,0.0338479599545251,-0.00592189819888167,-0.00427913854870714,0.0319588473281032,0.0898343839537467,-0.0057707646647675
"41",-0.0535336454077914,0.023646609258812,0.0304164052832708,0.00143341539059767,-0.00194219397680349,0.0308233820556576,0.0721458787507923,-0.0169166541908064
"42",-0.0597701530703964,0.0503754260698298,0.000869473366623889,0.00152488210598771,-0.00348631588967973,-0.0490159325400223,0.033834476286685,-0.00932324680724283
"43",-0.0638161476229455,0.0259997802962562,0.0535747639642984,0.0150534065168652,0.00202685111668231,0.0295324563514175,0.0134824218769916,-0.0300015471578424
"44",-0.0642925037661594,0.0245380575754496,0.0500817028773455,0.0106079174293693,0.0059790251799823,0.0258948779638779,0.0121681503178181,-0.0224860352684428
"45",-0.0522479365034099,0.0548862277858658,0.0290226875993958,0.00545062036141094,0.00321818339707554,-0.0885829357906422,-0.00512338530118306,-0.0396714900758615
"46",-0.051871904741388,0.0622168135020248,0.0290916045942433,0.000866026443619728,0.00302392938155477,-0.102855916459874,-0.0027510344868187,-0.0261390446599405
"47",-0.056208766337203,0.0196414241105665,0.0410646419444526,0.012163598728225,0.016515125275144,0.0157578198742268,0.040366543497939,-0.0467438292741045
"48",-0.0557142438906702,0.0236292818883004,0.0379360700234817,0.00726812912693178,0.01456457231738,0.00584696512787288,0.0305314774591229,-0.0353613029001673
"49",-0.0521531813749867,0.0404561093802912,0.0346874964010918,0.00272144661144243,0.0127751406655143,-0.034060296048911,0.00304660805471072,0.00559155251609065
"50",-0.0525143079957966,0.0290564958282229,0.0325347815500048,1.23039944061418e-05,0.00445567808326618,-0.0382851448916897,0.00627286625672769,0.0097476009657821
"51",-0.0677424581575774,0.00354389677427122,0.0289502199575977,-0.0180410383762357,-0.00259166015021437,0.0115125084206102,-0.00652587884094804,0.0293400467976879
"52",-0.0579029616671237,0.00297275170406392,0.023442129458805,-0.026691317732428,0.00359450699351995,-0.00880186580866319,-0.0178666478845894,0.0377363192326757
"53",-0.0622345006276932,0.035586098682048,0.0595200082826325,-0.0314984300228967,-0.0313634287166699,0.01101186260708,0.00193025244360978,-0.0112723581690465
