"","Component","PVE","PVE_sum"
"236",236,0.000248717414270671,0.986880885727742
"237",237,0.000242815532201654,0.987123701259944
"238",238,0.000241875963388577,0.987365577223332
"239",239,0.000238882355220757,0.987604459578553
"240",240,0.000235693419483513,0.987840152998036
"241",241,0.000234472698616154,0.988074625696652
"242",242,0.000232797004715421,0.988307422701368
"243",243,0.000231217406183545,0.988538640107552
"244",244,0.000230031230474831,0.988768671338026
"245",245,0.000225191105004771,0.988993862443031
"246",246,0.000222692444762285,0.989216554887793
"247",247,0.000221845514761378,0.989438400402555
"248",248,0.000218877342039561,0.989657277744594
"249",249,0.000213331372182548,0.989870609116777
"250",250,0.000210047361151347,0.990080656477928
"251",251,0.000203584992645715,0.990284241470574
"252",252,0.000201065653928138,0.990485307124502
"253",253,0.000195026536839603,0.990680333661342
"254",254,0.000188039416967128,0.990868373078309
"255",255,0.00018533870442881,0.991053711782738
"256",256,0.000180850355765947,0.991234562138504
"257",257,0.000178743532194288,0.991413305670698
"258",258,0.000176894817974115,0.991590200488672
"259",259,0.000171045836174113,0.991761246324846
"260",260,0.000167881775096451,0.991929128099942
"261",261,0.000165281704706544,0.992094409804649
"262",262,0.000163624513252427,0.992258034317901
"263",263,0.00015870328719726,0.992416737605099
"264",264,0.000156118853119074,0.992572856458218
"265",265,0.000155232453480561,0.992728088911698
"266",266,0.000149803234277124,0.992877892145976
"267",267,0.000148957390783819,0.993026849536759
"268",268,0.000147099260902401,0.993173948797662
"269",269,0.000145239160822118,0.993319187958484
"270",270,0.00013942825040625,0.99345861620889
"271",271,0.000137794981078638,0.993596411189969
"272",272,0.000135317769416984,0.993731728959386
"273",273,0.000133630625504833,0.993865359584891
"274",274,0.000132062209058831,0.993997421793949
"275",275,0.000130941654800914,0.99412836344875
"276",276,0.000128450425500598,0.994256813874251
"277",277,0.000125714393796409,0.994382528268047
"278",278,0.000123285341096512,0.994505813609144
"279",279,0.000119094591376758,0.994624908200521
"280",280,0.000118096872261034,0.994743005072782
"281",281,0.000115371934436216,0.994858377007218
"282",282,0.000113881078559442,0.994972258085777
"283",283,0.000112778592070979,0.995085036677848
"284",284,0.000110447597310047,0.995195484275158
"285",285,0.000108520104402555,0.995304004379561
"286",286,0.000105462487501728,0.995409466867063
"287",287,0.000101899155620397,0.995511366022683
"288",288,9.97458917124313e-05,0.995611111914395
"289",289,9.78762220913868e-05,0.995708988136487
"290",290,9.51170194456597e-05,0.995804105155932
"291",291,9.33984575712807e-05,0.995897503613504
"292",292,9.31674572006637e-05,0.995990671070704
"293",293,9.23507617934178e-05,0.996083021832498
"294",294,8.90825175087604e-05,0.996172104350007
"295",295,8.76673172722182e-05,0.996259771667279
"296",296,8.54750751940449e-05,0.996345246742473
"297",297,8.42765416296282e-05,0.996429523284103
"298",298,8.37809164955684e-05,0.996513304200598
"299",299,8.28706252776265e-05,0.996596174825876
"300",300,8.12319827845615e-05,0.99667740680866
"301",301,7.99333173005312e-05,0.996757340125961
"302",302,7.87088391831457e-05,0.996836048965144
"303",303,7.71279390853938e-05,0.996913176904229
"304",304,7.61411354568397e-05,0.996989318039686
"305",305,7.46034040732199e-05,0.997063921443759
"306",306,7.38151216853977e-05,0.997137736565445
"307",307,7.1784816585366e-05,0.99720952138203
"308",308,7.04077300313965e-05,0.997279929112062
"309",309,6.95228271552366e-05,0.997349451939217
"310",310,6.80870549142176e-05,0.997417538994131
"311",311,6.75103218375785e-05,0.997485049315969
"312",312,6.5815803064559e-05,0.997550865119033
"313",313,6.50394979642644e-05,0.997615904616997
"314",314,6.33601112914008e-05,0.997679264728289
"315",315,6.24788466844024e-05,0.997741743574973
"316",316,6.0934111975159e-05,0.997802677686948
"317",317,5.88313636000283e-05,0.997861509050548
"318",318,5.78949504843455e-05,0.997919404001033
"319",319,5.74830226580943e-05,0.997976887023691
"320",320,5.67038079552394e-05,0.998033590831646
"321",321,5.5764476458652e-05,0.998089355308105
"322",322,5.48633107211268e-05,0.998144218618826
"323",323,5.43959851726679e-05,0.998198614603999
"324",324,5.32202113811425e-05,0.99825183481538
"325",325,5.25240437367787e-05,0.998304358859116
"326",326,5.2226582957787e-05,0.998356585442074
"327",327,5.11832271806656e-05,0.998407768669255
"328",328,5.05876373220223e-05,0.998458356306577
"329",329,4.88535616549467e-05,0.998507209868232
"330",330,4.80354791913889e-05,0.998555245347423
"331",331,4.670852531848e-05,0.998601953872742
"332",332,4.61984061014304e-05,0.998648152278843
"333",333,4.37382938740893e-05,0.998691890572717
"334",334,4.35703428334904e-05,0.998735460915551
"335",335,4.25933321787244e-05,0.998778054247729
"336",336,4.20312986285646e-05,0.998820085546358
"337",337,4.09010976764941e-05,0.998860986644035
"338",338,4.00372815713857e-05,0.998901023925606
"339",339,3.83377686533911e-05,0.998939361694259
"340",340,3.82336495857786e-05,0.998977595343845
"341",341,3.70462298776953e-05,0.999014641573723
"342",342,3.66756484398949e-05,0.999051317222163
"343",343,3.48899062036551e-05,0.999086207128366
"344",344,3.34174196631384e-05,0.999119624548029
"345",345,3.17552006785129e-05,0.999151379748708
"346",346,3.10638210178349e-05,0.999182443569726
"347",347,3.05345504995989e-05,0.999212978120225
"348",348,2.89457351367762e-05,0.999241923855362
"349",349,2.83934331769959e-05,0.999270317288539
"350",350,2.7791619793217e-05,0.999298108908332
"351",351,2.76088013800832e-05,0.999325717709712
"352",352,2.66662483007323e-05,0.999352383958013
"353",353,2.58494304156156e-05,0.999378233388429
"354",354,2.54086190562205e-05,0.999403642007485
"355",355,2.38723597373683e-05,0.999427514367222
"356",356,2.33684061713881e-05,0.999450882773394
"357",357,2.23513765912886e-05,0.999473234149985
"358",358,2.11971393958007e-05,0.999494431289381
"359",359,2.089889336939e-05,0.99951533018275
"360",360,2.06104104899066e-05,0.99953594059324
"361",361,1.93229166875089e-05,0.999555263509928
"362",362,1.91641813389478e-05,0.999574427691267
"363",363,1.91176142722587e-05,0.999593545305539
"364",364,1.83661860507316e-05,0.99961191149159
"365",365,1.77839148082348e-05,0.999629695406398
"366",366,1.70188555753201e-05,0.999646714261973
"367",367,1.65906717195713e-05,0.999663304933693
"368",368,1.57392323863539e-05,0.999679044166079
"369",369,1.50330914933415e-05,0.999694077257572
"370",370,1.40251193990839e-05,0.999708102376971
"371",371,1.34017834829145e-05,0.999721504160454
"372",372,1.32365277290907e-05,0.999734740688184
"373",373,1.22669221344179e-05,0.999747007610318
"374",374,1.17288738396365e-05,0.999758736484158
"375",375,1.14805187230577e-05,0.999770217002881
"376",376,1.12753738584039e-05,0.999781492376739
"377",377,1.1066124678654e-05,0.999792558501418
"378",378,1.0648514442137e-05,0.99980320701586
"379",379,1.03884616464636e-05,0.999813595477506
"380",380,9.95468428754318e-06,0.999823550161794
"381",381,9.69438602221408e-06,0.999833244547816
"382",382,9.22660934659173e-06,0.999842471157163
"383",383,8.92227925727235e-06,0.99985139343642
"384",384,8.68876149951896e-06,0.999860082197919
"385",385,8.45278434168922e-06,0.999868534982261
"386",386,7.6700264376035e-06,0.999876205008699
"387",387,6.89541664929563e-06,0.999883100425348
"388",388,6.66971771865657e-06,0.999889770143067
"389",389,6.31994217802767e-06,0.999896090085245
"390",390,6.10615870485465e-06,0.99990219624395
"391",391,5.5074395151378e-06,0.999907703683465
"392",392,5.3703922300747e-06,0.999913074075695
"393",393,5.21355100539019e-06,0.9999182876267
"394",394,4.91082591032687e-06,0.99992319845261
"395",395,4.74100223020086e-06,0.999927939454841
"396",396,4.58988480404006e-06,0.999932529339645
"397",397,4.30370062796734e-06,0.999936833040273
"398",398,4.20574552523458e-06,0.999941038785798
"399",399,3.87805147392753e-06,0.999944916837272
"400",400,3.80923776488522e-06,0.999948726075037
"401",401,3.62898907190843e-06,0.999952355064109
"402",402,3.57889029047259e-06,0.999955933954399
"403",403,3.39333505757393e-06,0.999959327289457
"404",404,3.31782151232862e-06,0.999962645110969
"405",405,2.99476270360688e-06,0.999965639873673
"406",406,2.84273647174535e-06,0.999968482610144
"407",407,2.63839252168587e-06,0.999971121002666
"408",408,2.57717673369912e-06,0.9999736981794
"409",409,2.37683283679781e-06,0.999976075012237
"410",410,2.19032349016485e-06,0.999978265335727
"411",411,2.11118015561395e-06,0.999980376515882
"412",412,1.88431337067473e-06,0.999982260829253
"413",413,1.82216071455919e-06,0.999984082989968
"414",414,1.73394947717477e-06,0.999985816939445
"415",415,1.58629062959957e-06,0.999987403230074
"416",416,1.46037916513569e-06,0.99998886360924
"417",417,1.33852600054582e-06,0.99999020213524
"418",418,1.30002739500325e-06,0.999991502162635
"419",419,1.20377691463632e-06,0.99999270593955
"420",420,1.01712092964522e-06,0.999993723060479
"421",421,9.7689353239448e-07,0.999994699954012
"422",422,8.20126132110958e-07,0.999995520080144
"423",423,6.83273942408759e-07,0.999996203354086
"424",424,6.61569393295011e-07,0.99999686492348
"425",425,6.45359677684318e-07,0.999997510283157
"426",426,6.07187862786541e-07,0.99999811747102
"427",427,5.74715604285852e-07,0.999998692186624
"428",428,4.18472752881827e-07,0.999999110659377
"429",429,3.66410637917625e-07,0.999999477070015
"430",430,3.0046492929862e-07,0.999999777534944
"431",431,2.19421146856775e-07,0.999999996956091
"432",432,2.29639091906031e-09,0.999999999252482
"433",433,6.39553110970072e-10,0.999999999892035
"434",434,8.8205715322261e-11,0.999999999980241
"435",435,1.09488875107448e-11,0.99999999999119
"436",436,2.9305355606405e-12,0.99999999999412
"437",437,1.92567057321339e-12,0.999999999996046
"438",438,1.18689416468203e-12,0.999999999997233
"439",439,3.84274189691454e-13,0.999999999997617
"440",440,3.24425701411464e-13,0.999999999997942
"441",441,2.99856623539375e-13,0.999999999998242
"442",442,2.72424065580103e-13,0.999999999998514
"443",443,2.67539046525074e-13,0.999999999998782
"444",444,2.57862657755434e-13,0.999999999999039
"445",445,2.54424609581211e-13,0.999999999999294
"446",446,2.4557335488534e-13,0.999999999999539
"447",447,2.36407530436793e-13,0.999999999999776
"448",448,2.24230502323651e-13,1
