Field ID	Description	Short_Name	Category	Category_Name
25800	Vol. of grey matter in Superior Temporal Gyrus, posterior division (L)			T1_structural_brain_MRI
25801	Vol. of grey matter in Superior Temporal Gyrus, posterior division (R)			T1_structural_brain_MRI
25803	Vol. of grey matter in Middle Temporal Gyrus, anterior division (R)			T1_structural_brain_MRI
25805	Vol. of grey matter in Middle Temporal Gyrus, posterior division (R)			T1_structural_brain_MRI
25806	Vol. of grey matter in Middle Temporal Gyrus, temporooccipital part (L)			T1_structural_brain_MRI
25807	Vol. of grey matter in Middle Temporal Gyrus, temporooccipital part (R)			T1_structural_brain_MRI
25808	Vol. of grey matter in Inferior Temporal Gyrus, anterior division (L)			T1_structural_brain_MRI
25809	Vol. of grey matter in Inferior Temporal Gyrus, anterior division (R)			T1_structural_brain_MRI
25810	Vol. of grey matter in Inferior Temporal Gyrus, posterior division (L)			T1_structural_brain_MRI
25812	Vol. of grey matter in Inferior Temporal Gyrus, temporooccipital part (L)			T1_structural_brain_MRI
25813	Vol. of grey matter in Inferior Temporal Gyrus, temporooccipital part (R)			T1_structural_brain_MRI
25815	Vol. of grey matter in Postcentral Gyrus (R)			T1_structural_brain_MRI
25817	Vol. of grey matter in Superior Parietal Lobule (R)			T1_structural_brain_MRI
25818	Vol. of grey matter in Supramarginal Gyrus, anterior division (L)			T1_structural_brain_MRI
25820	Vol. of grey matter in Supramarginal Gyrus, posterior division (L)			T1_structural_brain_MRI
25822	Vol. of grey matter in Angular Gyrus (L)			T1_structural_brain_MRI
25825	Vol. of grey matter in Lateral Occipital Cortex, superior division (R)			T1_structural_brain_MRI
25827	Vol. of grey matter in Lateral Occipital Cortex, inferior division (R)			T1_structural_brain_MRI
25828	Vol. of grey matter in Intracalcarine Cortex (L)			T1_structural_brain_MRI
25829	Vol. of grey matter in Intracalcarine Cortex (R)			T1_structural_brain_MRI
25830	Vol. of grey matter in Frontal Medial Cortex (L)			T1_structural_brain_MRI
25833	Vol. of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (R)			T1_structural_brain_MRI
25834	Vol. of grey matter in Subcallosal Cortex (L)			T1_structural_brain_MRI
25835	Vol. of grey matter in Subcallosal Cortex (R)			T1_structural_brain_MRI
25837	Vol. of grey matter in Paracingulate Gyrus (R)			T1_structural_brain_MRI
25838	Vol. of grey matter in Cingulate Gyrus, anterior division (L)			T1_structural_brain_MRI
25839	Vol. of grey matter in Cingulate Gyrus, anterior division (R)			T1_structural_brain_MRI
25840	Vol. of grey matter in Cingulate Gyrus, posterior division (L)			T1_structural_brain_MRI
25841	Vol. of grey matter in Cingulate Gyrus, posterior division (R)			T1_structural_brain_MRI
25842	Vol. of grey matter in Precuneous Cortex (L)			T1_structural_brain_MRI
25845	Vol. of grey matter in Cuneal Cortex (R)			T1_structural_brain_MRI
25846	Vol. of grey matter in Frontal Orbital Cortex (L)			T1_structural_brain_MRI
25847	Vol. of grey matter in Frontal Orbital Cortex (R)			T1_structural_brain_MRI
25848	Vol. of grey matter in Parahippocampal Gyrus, anterior division (L)			T1_structural_brain_MRI
25849	Vol. of grey matter in Parahippocampal Gyrus, anterior division (R)			T1_structural_brain_MRI
25850	Vol. of grey matter in Parahippocampal Gyrus, posterior division (L)			T1_structural_brain_MRI
25851	Vol. of grey matter in Parahippocampal Gyrus, posterior division (R)			T1_structural_brain_MRI
25853	Vol. of grey matter in Lingual Gyrus (R)			T1_structural_brain_MRI
25854	Vol. of grey matter in Temporal Fusiform Cortex, anterior division (L)			T1_structural_brain_MRI
25856	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (L)			T1_structural_brain_MRI
25857	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (R)			T1_structural_brain_MRI
25859	Vol. of grey matter in Temporal Occipital Fusiform Cortex (R)			T1_structural_brain_MRI
25860	Vol. of grey matter in Occipital Fusiform Gyrus (L)			T1_structural_brain_MRI
25861	Vol. of grey matter in Occipital Fusiform Gyrus (R)			T1_structural_brain_MRI
25862	Vol. of grey matter in Frontal Operculum Cortex (L)			T1_structural_brain_MRI
25864	Vol. of grey matter in Central Opercular Cortex (L)			T1_structural_brain_MRI
25865	Vol. of grey matter in Central Opercular Cortex (R)			T1_structural_brain_MRI
25866	Vol. of grey matter in Parietal Operculum Cortex (L)			T1_structural_brain_MRI
25867	Vol. of grey matter in Parietal Operculum Cortex (R)			T1_structural_brain_MRI
25868	Vol. of grey matter in Planum Polare (L)			T1_structural_brain_MRI
25869	Vol. of grey matter in Planum Polare (R)			T1_structural_brain_MRI
25870	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (L)			T1_structural_brain_MRI
25871	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (R)			T1_structural_brain_MRI
25872	Vol. of grey matter in Planum Temporale (L)			T1_structural_brain_MRI
25873	Vol. of grey matter in Planum Temporale (R)			T1_structural_brain_MRI
25874	Vol. of grey matter in Supracalcarine Cortex (L)			T1_structural_brain_MRI
25875	Vol. of grey matter in Supracalcarine Cortex (R)			T1_structural_brain_MRI
25877	Vol. of grey matter in Occipital Pole (R)			T1_structural_brain_MRI
25878	Vol. of grey matter in Thalamus (L)			T1_structural_brain_MRI
25879	Vol. of grey matter in Thalamus (R)			T1_structural_brain_MRI
25880	Vol. of grey matter in Caudate (L)			T1_structural_brain_MRI
25881	Vol. of grey matter in Caudate (R)			T1_structural_brain_MRI
25882	Vol. of grey matter in Putamen (L)			T1_structural_brain_MRI
25883	Vol. of grey matter in Putamen (R)			T1_structural_brain_MRI
25886	Vol. of grey matter in Hippocampus (L)			T1_structural_brain_MRI
25887	Vol. of grey matter in Hippocampus (R)			T1_structural_brain_MRI
25888	Vol. of grey matter in Amygdala (L)			T1_structural_brain_MRI
25890	Vol. of grey matter in Ventral Striatum (L)			T1_structural_brain_MRI
25891	Vol. of grey matter in Ventral Striatum (R)			T1_structural_brain_MRI
25892	Vol. of grey matter in Brain-Stem			T1_structural_brain_MRI
25893	Vol. of grey matter in I-IV Cerebellum (L)			T1_structural_brain_MRI
25894	Vol. of grey matter in I-IV Cerebellum (R)			T1_structural_brain_MRI
25895	Vol. of grey matter in V Cerebellum (L)			T1_structural_brain_MRI
25896	Vol. of grey matter in V Cerebellum (R)			T1_structural_brain_MRI
25897	Vol. of grey matter in VI Cerebellum (L)			T1_structural_brain_MRI
25898	Vol. of grey matter in Vermis VI Cerebellum			T1_structural_brain_MRI
25899	Vol. of grey matter in VI Cerebellum (R)			T1_structural_brain_MRI
25902	Vol. of grey matter in Crus I Cerebellum (R)			T1_structural_brain_MRI
25903	Vol. of grey matter in Crus II Cerebellum (L)			T1_structural_brain_MRI
25904	Vol. of grey matter in Vermis Crus II Cerebellum			T1_structural_brain_MRI
25905	Vol. of grey matter in Crus II Cerebellum (R)			T1_structural_brain_MRI
25906	Vol. of grey matter in VIIb Cerebellum (L)			T1_structural_brain_MRI
25907	Vol. of grey matter in Vermis VIIb Cerebellum			T1_structural_brain_MRI
25908	Vol. of grey matter in VIIb Cerebellum (R)			T1_structural_brain_MRI
25909	Vol. of grey matter in VIIIa Cerebellum (L)			T1_structural_brain_MRI
25910	Vol. of grey matter in Vermis VIIIa Cerebellum			T1_structural_brain_MRI
25911	Vol. of grey matter in VIIIa Cerebellum (R)			T1_structural_brain_MRI
25912	Vol. of grey matter in VIIIb Cerebellum (L)			T1_structural_brain_MRI
25913	Vol. of grey matter in Vermis VIIIb Cerebellum			T1_structural_brain_MRI
25914	Vol. of grey matter in VIIIb Cerebellum (R)			T1_structural_brain_MRI
25915	Vol. of grey matter in IX Cerebellum (L)			T1_structural_brain_MRI
25916	Vol. of grey matter in Vermis IX Cerebellum			T1_structural_brain_MRI
25917	Vol. of grey matter in IX Cerebellum (R)			T1_structural_brain_MRI
25919	Vol. of grey matter in Vermis X Cerebellum			T1_structural_brain_MRI
25920	Vol. of grey matter in X Cerebellum (R)			T1_structural_brain_MRI
25781	Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images)			T2-weighted_brain_MRI
