Field.ID	Description	Category	Category_Name
25597	WA_L2_in_tract_acoustic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25598	WA_L2_in_tract_anterior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25599	WA_L2_in_tract_anterior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25600	WA_L2_in_tract_cingulate_gyrus_part_of_cingulum_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25601	WA_L2_in_tract_cingulate_gyrus_part_of_cingulum_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25602	WA_L2_in_tract_parahippocampal_part_of_cingulum_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25604	WA_L2_in_tract_corticospinal_tract_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25605	WA_L2_in_tract_corticospinal_tract_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25606	WA_L2_in_tract_forceps_major	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25607	WA_L2_in_tract_forceps_minor	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25608	WA_L2_in_tract_inferior_fronto-occipital_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25609	WA_L2_in_tract_inferior_fronto-occipital_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25610	WA_L2_in_tract_inferior_longitudinal_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25611	WA_L2_in_tract_inferior_longitudinal_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25614	WA_L2_in_tract_medial_lemniscus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25615	WA_L2_in_tract_posterior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25617	WA_L2_in_tract_superior_longitudinal_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25618	WA_L2_in_tract_superior_longitudinal_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25619	WA_L2_in_tract_superior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25621	WA_L2_in_tract_uncinate_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25622	WA_L2_in_tract_uncinate_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25624	WA_L3_in_tract_acoustic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25625	WA_L3_in_tract_anterior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25626	WA_L3_in_tract_anterior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25627	WA_L3_in_tract_cingulate_gyrus_part_of_cingulum_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25628	WA_L3_in_tract_cingulate_gyrus_part_of_cingulum_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25633	WA_L3_in_tract_forceps_major	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25634	WA_L3_in_tract_forceps_minor	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25635	WA_L3_in_tract_inferior_fronto-occipital_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25636	WA_L3_in_tract_inferior_fronto-occipital_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25637	WA_L3_in_tract_inferior_longitudinal_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25638	WA_L3_in_tract_inferior_longitudinal_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25639	WA_L3_in_tract_middle_cerebellar_peduncle	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25640	WA_L3_in_tract_medial_lemniscus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25641	WA_L3_in_tract_medial_lemniscus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25642	WA_L3_in_tract_posterior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25644	WA_L3_in_tract_superior_longitudinal_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25646	WA_L3_in_tract_superior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25647	WA_L3_in_tract_superior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25648	WA_L3_in_tract_uncinate_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25649	WA_L3_in_tract_uncinate_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25650	WA_ICVF_in_tract_acoustic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25651	WA_ICVF_in_tract_acoustic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25652	WA_ICVF_in_tract_anterior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25653	WA_ICVF_in_tract_anterior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25654	WA_ICVF_in_tract_cingulate_gyrus_part_of_cingulum_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25655	WA_ICVF_in_tract_cingulate_gyrus_part_of_cingulum_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25656	WA_ICVF_in_tract_parahippocampal_part_of_cingulum_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25657	WA_ICVF_in_tract_parahippocampal_part_of_cingulum_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25658	WA_ICVF_in_tract_corticospinal_tract_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25659	WA_ICVF_in_tract_corticospinal_tract_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25660	WA_ICVF_in_tract_forceps_major	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25661	WA_ICVF_in_tract_forceps_minor	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25662	WA_ICVF_in_tract_inferior_fronto-occipital_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25663	WA_ICVF_in_tract_inferior_fronto-occipital_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25664	WA_ICVF_in_tract_inferior_longitudinal_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25665	WA_ICVF_in_tract_inferior_longitudinal_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25666	WA_ICVF_in_tract_middle_cerebellar_peduncle	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25667	WA_ICVF_in_tract_medial_lemniscus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25668	WA_ICVF_in_tract_medial_lemniscus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25669	WA_ICVF_in_tract_posterior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25670	WA_ICVF_in_tract_posterior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25671	WA_ICVF_in_tract_superior_longitudinal_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25672	WA_ICVF_in_tract_superior_longitudinal_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25673	WA_ICVF_in_tract_superior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25674	WA_ICVF_in_tract_superior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25675	WA_ICVF_in_tract_uncinate_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25676	WA_ICVF_in_tract_uncinate_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25679	WA_OD_in_tract_anterior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25680	WA_OD_in_tract_anterior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25681	WA_OD_in_tract_cingulate_gyrus_part_of_cingulum_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25682	WA_OD_in_tract_cingulate_gyrus_part_of_cingulum_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25684	WA_OD_in_tract_parahippocampal_part_of_cingulum_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25685	WA_OD_in_tract_corticospinal_tract_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25687	WA_OD_in_tract_forceps_major	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25689	WA_OD_in_tract_inferior_fronto-occipital_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25690	WA_OD_in_tract_inferior_fronto-occipital_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25691	WA_OD_in_tract_inferior_longitudinal_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25692	WA_OD_in_tract_inferior_longitudinal_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25694	WA_OD_in_tract_medial_lemniscus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25695	WA_OD_in_tract_medial_lemniscus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25696	WA_OD_in_tract_posterior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25697	WA_OD_in_tract_posterior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25698	WA_OD_in_tract_superior_longitudinal_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25699	WA_OD_in_tract_superior_longitudinal_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25700	WA_OD_in_tract_superior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25701	WA_OD_in_tract_superior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25702	WA_OD_in_tract_uncinate_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25703	WA_OD_in_tract_uncinate_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25704	WA_ISOVF_in_tract_acoustic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25705	WA_ISOVF_in_tract_acoustic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25707	WA_ISOVF_in_tract_anterior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25708	WA_ISOVF_in_tract_cingulate_gyrus_part_of_cingulum_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25709	WA_ISOVF_in_tract_cingulate_gyrus_part_of_cingulum_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25712	WA_ISOVF_in_tract_corticospinal_tract_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25713	WA_ISOVF_in_tract_corticospinal_tract_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25716	WA_ISOVF_in_tract_inferior_fronto-occipital_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25717	WA_ISOVF_in_tract_inferior_fronto-occipital_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25718	WA_ISOVF_in_tract_inferior_longitudinal_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25719	WA_ISOVF_in_tract_inferior_longitudinal_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25723	WA_ISOVF_in_tract_posterior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25724	WA_ISOVF_in_tract_posterior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25725	WA_ISOVF_in_tract_superior_longitudinal_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25726	WA_ISOVF_in_tract_superior_longitudinal_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25727	WA_ISOVF_in_tract_superior_thalamic_radiation_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25728	WA_ISOVF_in_tract_superior_thalamic_radiation_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25729	WA_ISOVF_in_tract_uncinate_fasciculus_(L)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25730	WA_ISOVF_in_tract_uncinate_fasciculus_(R)	Diffusion_brain_MRI_dMRI_weighted_means	Diffusion_brain_MRI
25026	Median_T2star_in_thalamus_(L)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25027	Median_T2star_in_thalamus_(R)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25028	Median_T2star_in_caudate_(L)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25029	Median_T2star_in_caudate_(R)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25030	Median_T2star_in_putamen_(L)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25031	Median_T2star_in_putamen_(R)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25032	Median_T2star_in_pallidum_(L)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25033	Median_T2star_in_pallidum_(R)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25034	Median_T2star_in_hippocampus_(L)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25036	Median_T2star_in_amygdala_(L)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25037	Median_T2star_in_amygdala_(R)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25039	Median_T2star_in_accumbens_(R)	Susceptibility_weighted_brain_MRI	Susceptibility_weighted_brain_MRI
25000	Volumetric_scaling_from_T1_head_image_to_standard_space	T1_structural_brain_MRI	T1_structural_brain_MRI
25001	Vol._of_peripheral_cortical_grey_matter_(normalised_for_head_size)	T1_structural_brain_MRI	T1_structural_brain_MRI
25002	Vol._of_peripheral_cortical_grey_matter	T1_structural_brain_MRI	T1_structural_brain_MRI
25003	Vol._of_ventricular_cerebrospinal_fluid_(normalised_for_head_size)	T1_structural_brain_MRI	T1_structural_brain_MRI
25004	Vol._of_ventricular_cerebrospinal_fluid	T1_structural_brain_MRI	T1_structural_brain_MRI
25005	Vol._of_grey_matter_(normalised_for_head_size)	T1_structural_brain_MRI	T1_structural_brain_MRI
25006	Vol._of_grey_matter	T1_structural_brain_MRI	T1_structural_brain_MRI
25007	Vol._of_white_matter_(normalised_for_head_size)	T1_structural_brain_MRI	T1_structural_brain_MRI
25008	Vol._of_white_matter	T1_structural_brain_MRI	T1_structural_brain_MRI
25009	Vol._of_brain,_grey+white_matter_(normalised_for_head_size)	T1_structural_brain_MRI	T1_structural_brain_MRI
25010	Vol._of_brain,_grey+white_matter	T1_structural_brain_MRI	T1_structural_brain_MRI
25011	Vol._of_thalamus_(L)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25012	Vol._of_thalamus_(R)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25013	Vol._of_caudate_(L)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25014	Vol._of_caudate_(R)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25015	Vol._of_putamen_(L)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25016	Vol._of_putamen_(R)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25017	Vol._of_pallidum_(L)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25018	Vol._of_pallidum_(R)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25019	Vol._of_hippocampus_(L)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25021	Vol._of_amygdala_(L)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25022	Vol._of_amygdala_(R)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25023	Vol._of_accumbens_(L)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25024	Vol._of_accumbens_(R)	T1_structural_brain_MRI_Subcortical_volumes_(FIRST)	T1_structural_brain_MRI
25025	Vol._of_brain_stem_+_4th_ventricle	T1_structural_brain_MRI	T1_structural_brain_MRI
25734	Inverted_signal-to-noise_ratio_in_T1	T1_structural_brain_MRI	T1_structural_brain_MRI
25782	Vol._of_grey_matter_in_Frontal_Pole_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25784	Vol._of_grey_matter_in_Insular_Cortex_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25785	Vol._of_grey_matter_in_Insular_Cortex_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25786	Vol._of_grey_matter_in_Superior_Frontal_Gyrus_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25787	Vol._of_grey_matter_in_Superior_Frontal_Gyrus_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25788	Vol._of_grey_matter_in_Middle_Frontal_Gyrus_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25789	Vol._of_grey_matter_in_Middle_Frontal_Gyrus_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25791	Vol._of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_triangularis_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25793	Vol._of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_opercularis_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25794	Vol._of_grey_matter_in_Precentral_Gyrus_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25795	Vol._of_grey_matter_in_Precentral_Gyrus_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25796	Vol._of_grey_matter_in_Temporal_Pole_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25797	Vol._of_grey_matter_in_Temporal_Pole_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25798	Vol._of_grey_matter_in_Superior_Temporal_Gyrus,_anterior_division_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25799	Vol._of_grey_matter_in_Superior_Temporal_Gyrus,_anterior_division_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25800	Vol._of_grey_matter_in_Superior_Temporal_Gyrus,_posterior_division_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25801	Vol._of_grey_matter_in_Superior_Temporal_Gyrus,_posterior_division_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25803	Vol._of_grey_matter_in_Middle_Temporal_Gyrus,_anterior_division_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25805	Vol._of_grey_matter_in_Middle_Temporal_Gyrus,_posterior_division_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25806	Vol._of_grey_matter_in_Middle_Temporal_Gyrus,_temporooccipital_part_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25807	Vol._of_grey_matter_in_Middle_Temporal_Gyrus,_temporooccipital_part_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25808	Vol._of_grey_matter_in_Inferior_Temporal_Gyrus,_anterior_division_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25809	Vol._of_grey_matter_in_Inferior_Temporal_Gyrus,_anterior_division_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25810	Vol._of_grey_matter_in_Inferior_Temporal_Gyrus,_posterior_division_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25812	Vol._of_grey_matter_in_Inferior_Temporal_Gyrus,_temporooccipital_part_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25813	Vol._of_grey_matter_in_Inferior_Temporal_Gyrus,_temporooccipital_part_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25815	Vol._of_grey_matter_in_Postcentral_Gyrus_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25817	Vol._of_grey_matter_in_Superior_Parietal_Lobule_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25818	Vol._of_grey_matter_in_Supramarginal_Gyrus,_anterior_division_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25820	Vol._of_grey_matter_in_Supramarginal_Gyrus,_posterior_division_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25822	Vol._of_grey_matter_in_Angular_Gyrus_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25825	Vol._of_grey_matter_in_Lateral_Occipital_Cortex,_superior_division_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25827	Vol._of_grey_matter_in_Lateral_Occipital_Cortex,_inferior_division_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25828	Vol._of_grey_matter_in_Intracalcarine_Cortex_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25829	Vol._of_grey_matter_in_Intracalcarine_Cortex_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25830	Vol._of_grey_matter_in_Frontal_Medial_Cortex_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25833	Vol._of_grey_matter_in_Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex)_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25834	Vol._of_grey_matter_in_Subcallosal_Cortex_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25835	Vol._of_grey_matter_in_Subcallosal_Cortex_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25837	Vol._of_grey_matter_in_Paracingulate_Gyrus_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25838	Vol._of_grey_matter_in_Cingulate_Gyrus,_anterior_division_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25839	Vol._of_grey_matter_in_Cingulate_Gyrus,_anterior_division_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25840	Vol._of_grey_matter_in_Cingulate_Gyrus,_posterior_division_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25841	Vol._of_grey_matter_in_Cingulate_Gyrus,_posterior_division_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25842	Vol._of_grey_matter_in_Precuneous_Cortex_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25845	Vol._of_grey_matter_in_Cuneal_Cortex_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25846	Vol._of_grey_matter_in_Frontal_Orbital_Cortex_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25847	Vol._of_grey_matter_in_Frontal_Orbital_Cortex_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25848	Vol._of_grey_matter_in_Parahippocampal_Gyrus,_anterior_division_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25849	Vol._of_grey_matter_in_Parahippocampal_Gyrus,_anterior_division_(R)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
25850	Vol._of_grey_matter_in_Parahippocampal_Gyrus,_posterior_division_(L)	T1_structural_brain_MRI_Regional_grey_matter_volumes_(FAST)	T1_structural_brain_MRI
